Longitude,proportion
-118.494444,8.727780525412388e-05
0842654W,8.727780525412388e-05
-77.5575,8.727780525412388e-05
-111.933333,8.727780525412388e-05
0117368W,8.727780525412388e-05
1045034W,8.727780525412388e-05
0754144W,8.727780525412388e-05
0823142W,8.727780525412388e-05
1065158W,8.727780525412388e-05
0885457W,8.727780525412388e-05
-81.995277,8.727780525412388e-05
-77.455556,8.727780525412388e-05
-102.201944,8.727780525412388e-05
0098289W,8.727780525412388e-05
0802428W,8.727780525412388e-05
0751726W,8.727780525412388e-05
0893514W,8.727780525412388e-05
0802222W,8.727780525412388e-05
-105.990555,8.727780525412388e-05
-80.111111,8.727780525412388e-05
0893415W,8.727780525412388e-05
0070170W,8.727780525412388e-05
-117.186111,8.727780525412388e-05
-94.119167,8.727780525412388e-05
1051714W,8.727780525412388e-05
-97.232223,8.727780525412388e-05
-112.011389,8.727780525412388e-05
1165413W,8.727780525412388e-05
0117155W,8.727780525412388e-05
0011892W,8.727780525412388e-05
-70.280278,8.727780525412388e-05
0092206W,8.727780525412388e-05
1615535W,8.727780525412388e-05
0081443W,8.727780525412388e-05
0120432W,8.727780525412388e-05
0117113W,8.727780525412388e-05
1182525W,8.727780525412388e-05
0813535W,8.727780525412388e-05
1105616W,8.727780525412388e-05
-97.1225,8.727780525412388e-05
1182516W,8.727780525412388e-05
0086470W,8.727780525412388e-05
0853853W,8.727780525412388e-05
0833143W,8.727780525412388e-05
0813439W,8.727780525412388e-05
0774223W,8.727780525412388e-05
1214231W,8.727780525412388e-05
-115.134444,8.727780525412388e-05
-119.083333,8.727780525412388e-05
-80.948333,8.727780525412388e-05
-79.983333,8.727780525412388e-05
