latitude,longitude
302540N,0087423W
405153N,0843634W
483156N,1215219W
325616N,0111294W
047220N,0008320E
611249N,1495040W
006427N,0145441W
032438N,0985328W
395432N,0010572W
605411N,0151227W
601926N,0015030W
605858N,0149733W
332653N,0117124W
035719N,0883617W
022234S,0049050W
375625N,0783255W
333137N,1121743W
402126N,0011214W
251423S,0057319W
003383N,0971753W
034734N,1172459W
324312N,0981328W
061379N,1485847W
032819N,0914132W
061320N,0149400W
404231N,0086460W
275447N,0971241W
033267N,0112036W
384716N,0097394W
042246N,0944720W
451829N,0122197W
363237N,1032733W
453830N,0684050W
401112N,0795527W
004328N,0107452W
332739N,1114342W
022140S,0011450E
354831N,0764533W
041949N,0073734W
039163N,1085131W
003703N,0119375W
323811N,1103917W
352610N,0823230W
003846N,1024111W
026300N,0127500E
603229N,0165514W
045841N,0931237W
030424N,0953317W
362011N,0862617W
034121N,1065411W
060300N,0058150W
425015N,0103543W
,
038225N,0934126W
027428N,1115828W
,
334645N,0843117W
445135N,0942257W
354949N,0080627W
313527N,1101010W
381332N,1205743W
039253N,0772227W
395924N,0753454W
036360N,0080219W
029412N,0821459W
404718N,1115840W
393116N,0754315W
605758N,0149733W
372759N,0755125W
003466N,0116502W
324934N,1165821W
415732N,0772534W
344010N,0094195W
411948N,0072242W
263256N,0080421W
454941N,0132556E
335841N,0835744W
313746N,0944423W
392256N,1063325W
182714N,0066532W
414757N,0123541E
345234N,1114122W
302355N,0084189W
333929N,1014913W
293022N,0984732W
335633N,1182425W
033138N,0873625W
461531N,1204359W
421239N,0832137W
002671N,0081427W
036618N,0863343W
039525N,0751420W
003558N,0922714W
414357N,0875957W
372249N,0120345W
644850N,0147557W
036500N,0096300W
383221N,0076149W
604211N,1614642W
453740N,1222416W
301722N,0873024W
038361N,0077422W
415420N,0071298W
261150N,0801014W
522720N,0007115E
295752N,0813954W
049530N,0001360E
391950N,0911121W
040036N,0105252W
375718N,0098391W
411916N,0072210W
043753N,1154350W
,
,
042287N,0711712W
032330N,0096580W
038586N,1044828W
335528N,0078417W
403129N,1105644W
036190N,1193740W
044397N,0901149W
194419N,0156244W
015212N,0087736W
332716N,0962253W
041244N,1022113W
361723N,0865035W
385130N,0077230W
028346N,0814511W
543332N,0942929W
019625N,0724234W
,
040213N,1051319W
363513N,1215034W
365024N,0119529W
381723N,0942025W
385729N,1122147W
403116N,0743532W
036146N,0119345W
334540N,0904528W
035222N,0812119W
042400N,0000360E
275434N,0822634W
045377N,0121102W
036847N,1201737W
454610N,1105549W
414237N,0106118W
451259N,1223525W
285715N,0983111W
043228N,0881413W
028470N,0082540W
071819N,0072525W
345055N,1114719W
162144S,0485537W
038511N,0104522W
039252N,0772216W
,
039846N,0086370W
181932N,0654640W
385325N,0090246W
274813N,0803057W
252926N,0803037W
423634N,0823150W
332542N,1122247W
026557N,0815925W
026016N,0802848W
019344N,0098105W
391912N,0120822W
443843N,0851030W
352124N,0895213W
343956N,0120283W
324911N,0972145W
373125N,0106227W
293918N,0935654W
003050S,0060616W
040372N,0741440W
081638N,0754419W
272844N,0813030W
301014N,1003518W
274847N,0802944W
413658N,0872446W
345344N,0821312W
391056N,0894918W
465524N,0152524E
048024N,0016812E
385017N,0009209W
395219N,0751428W
028175N,0811720W
285832N,0081557W
043823N,0892015W
,
042547N,1115232W
043823N,0892015W
255431N,0813856W
050280N,0127280W
342836N,1182737W
415851N,0875423W
342714S,0583516W
295913N,0842326W
351214N,0077828W
324910N,0972134W
273032N,0815229W
381719N,0853340W
211857N,0158321W
401144N,0772456W
,
,
,
,
,
,
415321N,0873713W
,
,
044469N,1065849W
332359N,1164619W
037523N,1051025W
039452N,0010503W
341713N,1133416W
040371N,0741424W
283133N,0813943W
304746N,0082141W
403411N,1072456W
421036N,0077712W
040562N,0812241W
043236N,0072448W
302347N,0084211W
043851N,0071315W
613326N,1505123W
472857N,1112214W
057250N,1352142W
362730N,0119237W
472659N,1221842W
433049N,0112414W
035371N,0106513W
040633N,0915438W
033308N,0795633W
354334N,0913850W
035145N,0080459W
413539N,0109354W
472659N,1221842W
253210N,1005524W
003513N,1061617W
263226N,0814336W
003065N,0083453W
404530N,0073313W
353017N,1062135W
391615N,0944347W
031450N,0953825W
404758N,0742453W
003060N,0098410W
335659N,1182359W
364113N,0772858W
037385N,0130412W
194419N,0156244W
213520N,0723231W
605758N,0149733W
373938N,0871525W
474928N,0914950W
026421N,0080910W
403531N,0075018W
003527N,0851213W
311531N,0812759W
425519N,0783646W
041316N,0881053W
442442N,0992111W
030635N,0854250W
030325N,0095336W
283642N,0813549W
421155N,0008961W
352610N,0823230W
374732N,0122745W
033450N,0972132W
361259N,0083419W
294346N,0091750W
375213N,1075431W
033451N,0842326W
040387N,0079649W
275420N,0080314W
033493N,0011895W
324946N,0885711W
581040N,1351532W
029449N,0081248W
211939N,1574512W
342518N,0103427W
003348N,0116454W
341635N,0775326W
393154N,0842347W
302332N,0872034W
462311N,0094813W
424431N,0923029W
042131N,0835621W
325717N,0111461W
040276N,0105041W
037525N,0952313W
364750N,0881723W
403751N,0112324W
373216N,0122614W
037140N,0122240W
035225N,1063633W
402916N,1071211W
303831N,0087031W
,
335349N,1173558W
028400N,0922730W
032278N,0945014W
047360N,0003260E
463456N,1223739W
,
453345N,0945652W
382156N,0854418W
334118N,0112457W
041244N,0855120W
403823N,0734613W
,
355443N,0754131W
391132N,0119444W
483547N,1225944W
345533N,0009886W
034422N,0120646W
352923N,0935020W
404610N,0074017W
401045N,1021429W
282023N,0804111W
192851N,1552625W
381132N,1123020W
034199N,1191949W
019430N,0015530W
343641N,0120443W
455412N,1113147W
325215N,0874351W
402412N,0865621W
034859N,1162433W
371958N,1214911W
364457N,1081045W
005070N,0008410E
003459N,0011825W
342712N,0842726W
421730N,0089810W
345839N,0803353W
002695N,0814619W
033281N,0842541W
034508N,0921428W
345910N,1114122W
021197N,1575520W
033134N,0117215W
272714N,0812040W
031288N,1093613W
283450N,0080499W
381956N,0961128W
255056N,0812325W
355822N,0011584W
333929N,1014913W
302526N,0874639W
343944N,1182722W
033147N,0964835W
048313N,1224838W
294538N,0944011W
037469N,0971236W
037316N,0122410W
382036N,0823322W
273053N,0815249W
445734N,0915331W
342353N,1184641W
331912N,0835633W
351926N,0814519W
391311N,1043151W
411354N,1114820W
331129N,0080145W
003560N,0089120W
412714N,0864732W
333325N,0803854W
303344N,0841825W
029567N,0953823W
341541N,1112036W
047132N,1203129W
025220N,0772758W
035331N,0011892W
355128N,0833143W
,
313613N,0914013W
391323N,0106528W
038211N,0843621W
039402N,1195234W
455143N,1121011W
332244N,1182516W
475657N,0971034W
391312N,0944310W
003059N,0953557W
483335N,1222621W
382119N,0963310W
375636N,1033049W
,
403424N,0097348W
182928N,0675552W
042480N,0077420W
271444N,0812447W
425853N,0775615W
414434N,0122859E
035574N,0008556W
039275N,0871827W
,
060521N,1621623W
403359N,0745843W
271054N,0801318W
003097N,0951911W
035276N,0085354W
352357N,1192827W
344019N,0825313W
043040N,0078385W
066535N,1623555W
034813N,1172426W
602830N,0151217W
,
403059N,1065159W
324830N,0096214W
424911N,0115617W
039056N,0941248W
036223N,0095595W
031520S,0604011W
324654N,0098337W
285741N,0081917W
372923N,0120429W
032227N,1173317W
033127N,1171656W
035136N,1392828E
643044N,1652642W
385433N,0121215W
433831N,0116389W
313513N,1102050W
032577N,0105588W
341430N,0117055W
385644N,1043411W
404718N,1115839W
363928N,1213613W
033495N,1115352W
381721N,1042947W
453740N,1222415W
421947N,0088445W
332213N,0112355W
032657N,1105627W
034621N,0842654W
039281N,0007711W
060340N,0151140W
001428S,0754519W
341030N,1165030W
032332N,0008296W
039723N,0943533W
362720N,0761223W
,
274652N,0823213W
,
,
,
322933N,0805932W
424811N,0711718W
334812N,1182022W
,
362922N,1162517W
073415N,0081429W
303431N,0090363W
332125N,0117155W
039347N,1045034W
384046N,1212647W
325513N,0101434W
395431N,0010572W
385025N,0944411W
413617N,0082417W
033490N,1163040W
033400N,0113540W
,
411144N,0112046W
033420N,0116950W
294825N,0982520W
302347N,0084211W
,
092329N,0701216W
032950N,0954942W
344829N,0914243W
344041N,1153428W
355925N,1134859W
405733N,1121349W
,
,
028522N,0823413W
303210N,0009958W
425213N,0100330W
035392N,0922414W
343140N,0077510W
001828N,0006364W
035437N,0983928W
,
029136N,0008293W
006200S,0106450E
035261N,0119325W
036130N,0011752W
331757N,0117283W
333246N,0085828W
381241N,0973355W
443120N,0994420W
351413N,0106129W
039381N,0864849W
381958N,0763411W
281921N,0082818W
004123N,0715715W
036414N,1013017W
401113N,0074729W
039222N,0075412W
041354N,1241011W
029385N,0822526W
383032N,1224828W
033440N,1181130W
033141N,1175116W
030180N,0083128W
,
404815N,0742418W
292616N,0901524W
036213N,0095592W
334540N,0904528W
323445N,0096438W
405843N,0851143W
003220N,0010210W
284740N,1002732W
042176N,0731419W
,
452657N,0982519W
341644N,0795535W
412714N,0087025W
,
040931N,0105929W
634455N,1501946W
271559N,0080511W
003439N,1174750W
393459N,0854817W
384814N,0945713W
003793N,0107458W
040201N,0103488W
395039N,0894041W
384317N,0773055W
039953N,0771019W
402220N,0834912W
472153N,0953138W
000940N,0782333W
284636N,0081148W
593844N,1512836W
402445N,0865613W
425428N,1062751W
344452N,0112256W
345551N,1123045W
404414N,1135334W
351414N,1203833W
046257N,1113437W
048183N,1022423W
034723N,0845055W
655853N,0161857W
403335N,0745843W
375850N,0964947W
314515N,0109455W
401931N,1045120W
393521N,0893448W
362717N,1054012W
474838N,0921721W
335413N,1173651W
045570N,0112290W
354553N,1402311E
304124N,0921649W
032125N,0096241W
222125S,0043451W
039134N,0753528W
273333N,0992815W
344159N,1124015W
038594N,1212254W
433626N,1104416W
372430N,0772448W
385055N,0090300W
031056N,0892857W
291021N,0821345W
037733N,1201213W
365135N,1202752W
155348S,0551856W
031294N,0894919W
132313S,0385421W
355820N,0115813W
381124N,0842112W
354022N,1203737W
017504S,0505720W
282023N,0804111W
039816N,0096409W
034047N,0843549W
039319N,0754315W
000828N,0782917W
,
585916N,1583717W
036447N,0097411W
303816N,0865937W
282124N,0821514W
404244N,0114145W
345035N,1114746W
373050N,1221435W
365950N,0120659W
404745N,1115742W
275325N,0813731W
047159N,1203150W
471723N,1011714W
033168N,1114840W
331930N,0841754W
038160N,0112380W
045208N,1225528W
303858N,0097450W
,
164024S,0491529W
333826N,0842537W
384536N,0852753W
003196N,0812328W
035150N,0011650W
032272N,0994349W
048627N,1134237W
044256N,0115445E
027550N,0082141W
404133N,0074107W
030451N,0831633W
335447N,0782543W
036358N,1215020W
265758N,0822111W
034954N,0085386W
035616N,0815725W
404226N,0072515W
481838N,1141523W
362519N,1051723W
381528N,0122264W
042100N,0011660W
475429N,0122619W
291553N,0952443W
344959N,0921514W
374523N,0120481W
443741N,0931341W
665450N,1513144W
615755N,1511129W
061550N,0014870W
362436N,0903447W
032423N,0080010W
,
482956N,1223945W
442950N,1231722W
461820N,1191815W
,
026935N,0098150W
044270N,0090749W
,
034120N,0011920W
605422N,1622626W
028330N,0814637W
038367N,0086824W
304426N,0972040W
454355N,1224224W
431420N,1232121W
004510N,1174718W
048314N,1224838W
325311N,0117250W
592413N,0136259W
353320N,0862620W
263210N,0814519W
413842N,0088396W
043458N,0011042W
,
051119N,0005629E
001695S,0062042W
,
,
382927N,1075210W
304420N,0981419W
351349N,0095735W
322611N,0009067W
611249N,1495038W
331827N,0865521W
331628N,1114815W
031332N,1095637W
275819N,0823130W
383646N,0098414W
412011N,0754314W
029388N,0083617W
361239N,1151140W
411213N,1221640W
333025N,1121717W
048260N,0122530W
324122N,0971125W
044392N,0073283W
065380N,0146576W
062586N,0151108W
261128N,0080852W
264035N,0080526W
031317N,0973346W
365027N,0853350W
042450N,0072148W
044530N,0069550W
372136N,1214014W
433830N,0116388W
038400N,0012130W
033741N,1171648W
034254N,0012010W
006120N,0062510W
363016N,0785230W
341534N,1182448W
033259N,0971356W
,
304338N,0091833W
363033N,0824054W
375125N,1201024W
374120N,1212629W
040037N,0105253W
315252N,1064217W
363725N,0931324W
261020N,0981411W
335352N,0117369W
384517N,1094517W
394525N,0845034W
374122N,0121498W
331024N,0963515W
032819N,1111017W
033263N,0112041W
294855N,0902827W
304111N,0815518W
031816N,0834214W
321223N,0834711W
361624N,1152210W
394515N,0077212W
045412N,0924113W
364648N,0762655W
040523N,1084528W
361255N,1193519W
275710N,0081364W
404457N,0735958W
403026N,1222345W
040287N,1122037W
322728N,0087557W
033118N,0080210W
343242N,0893810W
182622N,0006607W
411510N,0070336W
474833N,1193812W
395219N,0119423W
313817N,0811935W
039253N,0772228W
041597N,0735751W
035732N,0077351W
040360N,0089327W
344025N,0080338W
613541N,0149519W
,
405030N,0811429W
424854N,0075413W
413333N,0812613W
461132N,0123508W
311456N,0822344W
324830N,0096214W
612458N,1493030W
261124N,0974123W
345317N,1143659W
351831N,1185016W
331842N,0791911W
381155N,0854411W
293616N,0912823W
041524N,0084438W
031224N,1044947W
042113N,0732415W
374648N,1185721W
351415N,0792319W
047614N,1221714W
294210N,0098219W
344636N,1115954W
334713N,0081541W
465131N,1172451W
043135N,1131338W
032587N,0965011W
034280N,0118380W
003870N,0020300E
452747N,0069335W
291559N,0094150W
039450N,1045957W
413111N,0872358W
039552N,1213411W
042912N,0791517W
481411N,0101718W
039148N,1042849W
038837N,1223322W
263522N,0080459W
453036N,0915857W
304011N,0009264W
591437N,1353125W
604628N,1615027W
391721N,0763711W
351629N,0964030W
036440N,0096500W
301327N,0009300W
383032N,1224846W
002850N,0081460W
325919N,1164655W
385545N,0119496W
353118N,1131523W
004798N,0122538W
474627N,1164910W
363331N,0961126W
029478N,0955130W
364959N,0114321W
393457N,1213348W
040372N,0965517W
033214N,1103944W
005270N,0104590E
003199N,0935923W
302545N,1031946W
,
322619N,0090611W
371411N,0884122W
,
191135N,0961140W
603424N,1511441W
384139N,0117849W
361035N,0009479W
392951N,1214616W
293826N,0951626W
365919N,0120644W
060416N,1564316W
405655N,0763834W
033185N,1043150W
374522N,0120480W
423415N,0834459W
292924N,0961023W
323038N,0092448W
032211N,0010264W
017590S,0063380W
304910N,0090645W
323259N,0085247W
363051N,1223225W
035200N,0090100W
384839N,0076521W
,
003483N,0011578W
482825N,1222515W
036330N,0076160W
060480N,1514734W
321722N,1065519W
613417N,1492813W
062198N,0150522W
643230N,0149416W
643230N,0149416W
613816N,1491711W
353040N,1084721W
413116N,0883633W
,
384919N,0094444W
195734N,0365450E
,
333932N,1181148W
034912N,0116158W
411830N,0745628W
654642N,0243432E
345927S,1391520E
312913N,0089312W
421125N,0711022W
292013N,0982816W
434629N,0098219W
032387N,1103830W
393354N,0076418W
393412N,1045057W
070714N,1433934W
303222N,0911314W
047165N,1223441W
023428N,0985714W
031393N,0094529W
385835N,0761947W
042284N,0853852W
393014N,1184417W
413145N,0755649W
034233N,0112858W
411041N,0773315W
038399N,1225355W
335633N,1182425W
383749N,1225321W
413035N,0741552W
333136N,1121742W
035546N,1125759W
343914N,0865643W
029115N,0081247W
473357N,1221641W
274543N,0805911W
432854N,1162731W
047166N,1223446W
163227S,0039628W
411148N,0112048W
039564N,0744826W
404620N,0802329W
343431N,1171110W
344348N,0011227W
035819N,1114016W
034190N,0091380W
042382N,0088364W
032275N,0984035W
365031N,0892134W
392432N,0862638W
030224N,0099747W
033544N,0871831W
612458N,1493030W
035524N,1065358W
018289N,0006662W
445425N,0684818W
385525N,1214748W
041126N,0112117W
423011N,0833725W
445659N,0009440W
004626N,0009485W
374633N,0111258W
435848N,0912947W
039048N,0119544W
351250N,0805635W
295622N,0974829W
044113N,0117049W
413119N,0089757W
271620N,0823210W
362119N,0096040W
371537N,0822223W
039240N,0087020W
030342N,0953310W
361747N,0824538W
331828N,0116352W
392029N,0793657W
335314N,1181422W
025848N,0303524W
455633N,0116724W
412730N,0962419W
345053N,0082210W
643044N,1652643W
403645N,0112213W
472359N,1201239W
032218N,0974021W
033235N,0971334W
331019N,0974925W
315410N,0090227W
375939N,0079751W
395047N,0823627W
058224N,0114631E
034543N,0824834W
405231N,0741653W
384336N,0903030W
033432N,0795125W
041592N,0873949W
414319N,0743916W
441913N,0851016W
355143N,0782055W
315629N,1021217W
353531N,0092273W
441212N,0723344W
315958N,1102128W
004377N,0774020W
444435N,0852413W
029561N,0097527W
355544N,0841529W
443114N,0009102W
302848N,0098937W
351613N,0823839W
484739N,1223215W
611048N,1495819W
034047N,0843549W
351039N,0086358W
003384N,0973625W
354226N,0078327W
393413N,1045058W
353026N,1191132W
062297N,1493532W
361648N,0804710W
405915N,0072318W
043569N,0011596W
465214N,1061426W
335750N,0812133W
405953N,0935723W
324934N,1165821W
344838N,1064351W
331129N,0099434W
383131N,0775135W
355015N,1054426W
252821S,0545123W
301434N,0985431W
394459N,0010503W
285749N,0811214W
643818N,0162140W
333812N,0842541W
314154N,0098547W
611249N,1495040W
403733N,0744013W
433423N,0071254W
006150N,0151110W
047831N,1191416W
003418N,1122037W
412924N,0814011W
041948N,0073734W
354749N,1102746W
033257N,0971736W
643047N,1652346W
413413N,1014130W
433355N,0712649W
395924N,0753455W
345916N,0081326W
381450N,0078244W
425229N,0074150W
422630N,0008440W
384434N,0862834W
046911N,0112524W
414134N,0901826W
384327N,1204511W
455154N,1164818W
365032N,0892135W
461327N,0935132W
445832N,0894859W
433453N,1163123W
364622N,0774739W
392653N,0080101W
283053N,0804757W
385835N,0761946W
315146N,0089482W
030229N,0010412W
034253N,0009632W
352923N,0903257W
038149N,1202452W
424635N,0783257W
044185N,0685423W
055280N,0057420E
325023N,1055926W
613614N,1491624W
045342N,0093219W
584021N,1563833W
032525N,0096138W
472356N,1201211W
061522N,0015883W
314737N,0985723W
,
424827N,1033947W
341811N,0784921W
026846N,0814553W
402734N,0105040W
334454N,1172317W
048939N,0122932W
431914N,0115273W
,
022570S,0116360E
465810N,0122549W
401642N,0011035W
038412N,1205915W
044037N,1114055W
422128N,0071023W
415432N,0704343W
032451N,0090517W
302750N,0854059W
040425N,0105012W
335817N,0010150W
262045N,0008070W
261148N,0801742W
026034N,0109613W
323059N,0845620W
381528N,1223619W
037210N,0121550W
411146N,0112044W
435239N,1163213W
445521N,0116343W
481019N,1224016W
403029N,0854325W
035843N,1064743W
401329N,0083216W
302133N,1033933W
404622N,0802331W
324022N,0953023W
040277N,0105041W
043125N,0954359W
374136N,1214913W
344348N,0011226W
040734N,0083457W
029321N,0982811W
375013N,0784911W
030240N,0862817W
,
345625N,0110817W
038515N,0833359W
294454N,0945037W
322713N,0965427W
033344N,0835222W
030471N,0983943W
411954N,0008261W
391251N,0744749W
473726N,0122453W
393834N,0795458W
035364N,0974213W
452348N,0115290W
044243N,0103327W
384336N,0903030W
039435N,0123156W
394641N,0082535W
003414N,0085828W
401433N,0112534W
461812N,0116574W
343214N,0941343W
,
183713N,0069220W
153522N,0323311E
384244N,0077307W
004257N,1115549W
463836N,0121644W
031190N,0007220W
113211S,0431617E
005344S,0185238E
036215N,0923222W
473246N,1193512W
322713N,0965427W
037542N,0852738W
372658N,0944352W
355418N,0795914W
605224N,1623128W
375353N,1124636W
462149N,0792522W
325331N,0794635W
354211N,0094565W
040829N,1113940W
038543N,0121215W
039468N,0085502W
046130N,0912639W
037831N,0113560W
037307N,0077732W
301122N,0973023W
361837N,0903558W
423233N,1134617W
475632N,0971033W
411721N,0091333W
475630N,0971035W
032657N,1105627W
026110N,0975829W
003586N,1182621W
375528N,0079132W
381854N,0823142W
034332N,0785354W
322739N,0965325W
402334N,0743919W
043593N,0883325W
345731N,0922947W
041210N,0071480W
424325N,0931335W
402837N,0885457W
342526N,0922827W
413840N,0752147W
385317N,1195939W
,
342546N,0110335W
047164N,1223441W
048938N,0122932W
374120N,1212629W
035558N,0754144W
039301N,0106224W
